,Atha_Ws_root_GC_Rep1,Atha_Ws_root_GC_Rep2,Atha_Ws_root_GC_Rep3,Atha_Ws_root_FLT_Rep1,Atha_Ws_root_FLT_Rep2,Atha_Ws_root_FLT_Rep3,Atha_Ws_leaf_GC_Rep1,Atha_Ws_leaf_GC_Rep2,Atha_Ws_leaf_GC_Rep3,Atha_Ws_leaf_FLT_Rep1,Atha_Ws_leaf_FLT_Rep2,Atha_Ws_leaf_FLT_Rep3
AT5G22070,1524.13,1498.98,1599.07,1051.45,977.14,1087.58,1503.89,1546,2088.68,800,983.99,818.61
AT5G22080,1418,1422,1527,1058,1010,1123,1399.07,1492,2120,981,1253,1231
AT5G22090,3538,3813,4347,2941,2135,2638,3918,3705,4849,1960,2978,2976
AT5G22100,916,880,946,584,620,747,771,817,1386,578,574,458
AT5G22110,419,300,390,204,183,206,318,344,467,176,217,137
AT5G22120,854,831,907,630,654,685,872,980,1204,695,716,741
AT5G22130,397,367,406,223,262,254,332,304,457,267,273,196
AT5G22140,1281,1134,1312,199,1102,471,992,1031,1580,162,114.33,81.03
AT5G22145,0,0,0,0,0,0,0,0,0,0,5.67,2.97
AT5G22150,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22160,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22170,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22180,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22190,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22200,7,9,10,8,6,5,8,9,11,6,8,5
AT5G22210,62,70,60,123,135,113,73,85,90,109,111,112
AT5G22220,181,169,233,179,170,177,183,203,243,166,221,195
AT5G22240,15,15,16,4,0,6,5,12,11,6,5,2
AT5G22250,270,867,204,298,1203,274,214,271,256,505,694,675
AT5G22260,1,0,3,0,1,0,0,1,2,0,0,0
AT5G22270,16,15,14,49,138,70,22,32,29,102,231,204
AT5G22280,763,745,690,697,737,634,686,676,1083,614,615,505
AT5G22290,336,316,315,471,369,483,348,370,443,369,547,442
AT5G22300,14,8,16,994,236,354,9,3,44,582,846,746
AT5G22310,328,317,274,217,462,494,266,186,371,539,801,569
AT5G22315,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22320,854,866,1042,711,698,765,832,887,1417,715,827,713
AT5G22330,1707,1588,1784,1154,1124,1285,1434,1617,2359,1272,1407,1071
AT5G22340,440,367,439,3039,3005,3040,452,426,572,2982,3144,2498
AT5G22350,1518,1494,1590,1168,1048,1306,1451,1509,2045,1052,1243,1193
AT5G22355,102,101,100,3,10,4,80,67,115,23,5,0
AT5G22360,1291,1283,1267,781,1023,972,1389,1354,1603,1012,1197,1091
AT5G22370,680,773,806,640,587,677,717,718,1021,570,708,582
AT5G22380,0,9,0,29,8,18,2,2,0,20,14,33
AT5G22390,71,94,77,472,472,392,83,46,72,337,567,531
AT5G22400,839,742,990,354,362,392,812,917,1158,411,399,397
AT5G22410,958,779,1039,0,1,2,955,629,1470,1,3,5
AT5G22420,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22430,1,9,4,0,3,1,2,8,8,0,1,2
AT5G22440,7210,6064,7347,3168,3265,2974,5294,5603,9691,3248,2900,2242
AT5G22450,2451,2229,2584,2152,1851,2026,1973,2491,2940,1509,2347,2174
AT5G22460,12,7,19,435,664,542,32,40,33,558,715,483
AT5G22470,0,0,0,2,0,2,0,0,0,3,2,0
AT5G22480,910,737,1006,404,450,478,649,756,1182,384,491,366
AT5G22490,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22500,892,1178,1186,197,380,339,720,1309,1311,317,286,212
AT5G22505,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22510,783,832,818,3076,2124,2579,749,889,1085,2090,2924,2510
AT5G22520,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22530,27,48,31,0,2,0,35,38,35,1,1,2
AT5G22540,43,56,43,3,17,9,49,64,70,4,12,19
AT5G22545,7,23,6,5,10,0,12,15,15,8,1,8
AT5G22550,381,315,333,1,1,2,291,280,377,1,0,3
AT5G22555,134,104,136,0,0,0,60,148,218,0,0,0
AT5G22560,18,28,25,0,0,0,30,15,22,0,4,0
AT5G22570,25,16,14,26,13,19,21,62,58,125,115,206
AT5G22580,187,180,180,1170,1737,1658,103,145,254,2843,2175,1611
AT5G22590,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22600,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22608,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22610,1,1,1,0,0,0,0,1,1,0,0,0
AT5G22620,627,589,710,3138,2361,2735,669,674,849,1996,2664,2279
AT5G22630,5953,7013,6258,530,815,462,6650,5796,7302,513,533,497
AT5G22640,2403,2238,2621,10531,7573,9149,1997,2315,3128,7560,9810,8133
AT5G22650,9187,7976,9147,4258,4308,4527,6839,7965,12788,4232,4338,3324
AT5G22660,44,32,50,0,0,0,57,53,34,0,0,0
AT5G22670,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22680,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22690,323,292,321,176,201,220,333,343,475,196,238,336
AT5G22700,892,896,1046,614,680,708,978,984,1014,561,578,489
AT5G22720,0,0,1,0,0,0,0,0,0,0,0,0
AT5G22730,498,475,601,527,463,500,503,549,691,481,620,530
AT5G22740,7106,6809,8009,1576,1770,1491,7439,7814,8328,1772,1663,1354
AT5G22750,502,365,532,340,347,363,444,451,615,309,399,286
AT5G22760,2520,2367,2743,2066,1700,1958,2140,2371,3090,1341,1946,1539
AT5G22765,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22770,2463.2,2165.29,2649.09,1765.8,1535.33,1755.82,1997.08,2168.57,2820.57,1362.35,1997.87,1623.97
AT5G22780,3692.8,3307.71,4186.91,2691.2,2392.67,2846.18,3063.92,3700.43,4713.43,2237.65,3119.13,2512.03
AT5G22785,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22788,17,11,12,8,10,18,9,11,11,21,18,8
AT5G22790,1354,1156,1289,430,506,565,1050,1149,1798,488,554,411
